Username,Time,Tweet,Retweets,Likes
(J.I.F),2023-09-27T20:48:37.000Z,I’m not too moved by this trade… Dame better work on his playmaking unless Giannis going run the offense and dame playing off ball…. Bucks backcourt defense looking nasty as well ,0,4
Jeune Aziz of House Sytark.,2023-09-27T19:08:47.000Z,"Le depth chart des Bucks:

PG: Dame, Dragic
SG: Connughton, Beasley
SF: Middleton, Crowder
PF: Giannis, Portis
C: Lopez, Lopez (or Leonard).

Experience, defense, shooting, playmaking, depth, height, size. 

C’est la meilleure de la NBA sur le papier.",0,3
nittygrittysportstalk,2023-09-27T19:52:17.000Z,"1.) Surprised Miami chose to not do what was necessary. They are a little too arrogant for my liking

2.) Great fit for Dame and Bucks- lost some defense but not much and much higher ceiling now offensively",0,1
hoops,2023-09-27T18:53:58.000Z,"It’s a great fit for Dame, similar to Miami. He has Giannis, Brook, and Khris to protect him defensively, and I think the Bucks probably feel the significant offensive upgrade with Dame (+ surrounding defense) mitigates the defensive loss with Jrue.",0,2
Potential Fraud Alert,2023-09-27T19:36:46.000Z,"Well the Bucks already have a ring, plus I think Giannis and Dame operate more different niches offensively than Dame + Jimmy. I also think the Bucks defense infrastructure is a little more intriguing for me personally.",0,0
MynameisTeddy,2023-09-27T19:08:05.000Z,Who’s this a good trade for? Jesus Christ. Blazers got what? Jrue gonna get dealt. Suns got injured players & no center & yeah the Bucks have Dame but lost perimeter defense & have 0 depth?,0,1
𝗕𝗪𝗕,2023-09-27T19:01:37.000Z,"Blazers went defense mode I guess 

Thanks for everything Dame 

I’m now a Bucks Supporter as well as I’m sure a lot of blazers fans will be ",0,6
Scott’s Shots,2023-09-27T21:49:31.000Z,I just can’t understand all the people worrying about a Bucks team that just lost a ton of defense. Would much rather have Dame on the Bucks than any other contender… especially the Heat. This was a W move by the suns,0,1
Yomi Kazeem,2023-09-27T20:12:20.000Z,"There's no tactical answer for that Bucks offense which means most teams will collapse their defense on Dame/Giannis, and dare Khris Middleton, a ~40% 3-point shooter,  to beat them.",0,5
Evan Barnes,2023-09-27T19:07:20.000Z,"Bucks also swapped offense for defense. Jrue helped them win a title but Dame means less offensive burden for him and Giannis. Either way, it's win or bust. Dame ain't getting younger. We shall see

Larry O'Brien still gotta go through Denver IMO (And Boston?)",0,2
Mangone,2023-09-27T20:25:38.000Z,"Lol how did the Suns get off Ayton for Nurkic that’s pretty solid 

Dame to Bucks is nice but we will have to see how the defense is going to be 

Overall the NBA remains the fun league in sports when it comes to big moves and drama",1,3
Blazer Enthusiast,2023-09-27T19:03:14.000Z,"(Ratings Explained)

Blazers: They trade Dame for 3 FRP (1 FRP & 2 Swaps), a role player, and 2 great young players with a lot of good potential and good defense

Bucks: They get Dame (That's it)

Suns: They trade a disgruntled Ayton for the best package they could have got",0,2
Letting Go,2023-09-27T20:10:47.000Z,"You think Siakam/Dame core is Championship core? You would need a very specifically build roster for them to even have a chance. Elite defensive Big to start, because Dame’s defense will have you playing 4 on 5 on that end.
I think this is why move to Bucks is a perfect Dame fit. https://twitter.com/Imman_Adan/status/1707124584984572074…",0,1
Al Hamilton,2023-09-27T20:01:32.000Z,I can imagine how much Dame will not be playing defense. Which is why the Bucks won a ring.,0,2
