Username,Time,Tweet,Retweets,Likes
Steve Jones Jr.,2023-09-27T18:44:06.000Z,"I will say the Bucks are going to miss Jrue's defense but raising the offensive ceiling shifts that. Feels like a huge playoff move. How teams spread their defensive capital with Dame, Khris and Giannis will be tough. Brook's ability to roll and pop and protect the rim...",16,113
Yasin Bennani,2023-09-27T20:14:54.000Z,"Facts bro 
@GiannisWorld
 do you worry about the Bucks defense they lost jrue but who knows what they gonna be like with a first year head coach at least they got an offensive staff stuff",0,1
ImmortalPxnguin,2023-09-27T20:40:41.000Z,"i'm still not a big believer in the allen/mobley front court, they need to trade allen and play mobley at the 5. clogging the paint and ruining their offensive spacing essentially negates the bucks downgraded defense IMO, i just think it's a roster construction issue",0,2
johanj,2023-09-27T23:51:29.000Z,The bucks defense got worse but the bucks are still going to be elite defensively bc they still have Giannis and brook on the team and I think giannis will have his most efficient season with dame bc he doesn’t have to be the whole bucks offense now,0,0
Chickster,2023-09-27T19:00:02.000Z,"Don’t think Bucks will be hurting too much, they have plenty of enough defense, the scoring from Dame will be very beneficial and as mentioned, Bucks defense will cover for Dames lack thereof",0,0
Lebrahim Jalil,2023-09-27T19:14:04.000Z,defense wins championships. Every single championship team has a great defense. The bucks just don’t seem like a good point of attack Defense team. Teams with pull up 3 point shooters will do heavy damage against the bucks,0,5
⛧AntiFa ☭ Agent⛧,2023-09-27T21:06:45.000Z,"That's fair, I guess we'll see. People talk about the bucks defense getting worse but we can't pretend Celtics offense doesn't disappear. I get that we're hoping KP changes that but idk if we want to get into a shootout with them.",0,1
The Big N,2023-09-27T19:09:48.000Z,Think the Bucks defense will end up looking a lot like the Cavs. Weaker on the perimeter but with bigs who can fill in the gaps. Albeit Brook isn't as mobile as Allen but he's still elite as a rim protector. This is a big win for the Bucks overall considering their stagnation.,0,1
bc rich mockingbird collector,2023-09-27T19:13:06.000Z,Bucks perimeter defense will go crazy ,0,2
arejaysee,2023-09-27T18:26:21.000Z,Idk - Suns did well here and Jrue vs dame could become an interesting debate come May if the bucks defense is struggling in the playoffs,0,1
Adam Auslund,2023-09-27T21:11:22.000Z,"so does creating buckets, ask boston. Bucks defense can still be elite",0,2
Paul Henning,2023-09-27T23:07:19.000Z,"Acquiring Jrue Holiday was the piece that pushed Bucks over the top and won our first championship in 50 years. 

He is a Bucks legend forever

But, his playoff offense cratered and his defense was slipping

This was a move Bucks could not let pass by and turn down",1,34
