Username,Time,Tweet,Retweets,Likes
Raheem Palmer,2023-09-27T18:56:00.000Z,"Strongly disagree. For as bad as the Bucks postseason offense has been, I'd gladly give up Jrue at this stage of his career for Dame who should drastically improve their postseason offense. In all honesty, Jrue was getting cooked by Jimmy in the postseason too.",1,67
jhaq,2023-09-27T21:45:43.000Z,"I'm not the only one happy the bucks traded away Jrue Holiday. Dame isn't a cakewalk, but Jrue was giving the Pacers 50 while clamping the entire offense. Will not miss Jrue's presence in the Central Division!!",0,2
Christopher Jacob,2023-09-27T23:04:25.000Z,Everyone’s saying “Dame’s going to give you 25-30… The offense will carry them”. The Bucks are going to give up just as much if not more with no real defense at both guard positions. You can’t get by with 2 starting defensive liabilities in the post season,1,3
BlaiseBets,2023-09-27T18:52:21.000Z,"Now, with Dame being able to run the offense in the clutch, it’s going to be VERY difficult to stop the Bucks. Between Dame’s three ball, Middleton’s midrange, and Giannis’ scoring down low, the Bucks are going to wreak havoc in all three levels.",0,3
Nick.vet Ⓥ,2023-09-27T18:59:39.000Z,That’s fair. I think on offense adding dame is a game changer. I’m looking forward to seeing it all play out. I think the bucks got a lot more interesting.,0,4
Betsey,2023-09-27T18:54:36.000Z,"yeah i'm not hating on Jrue at all he's a great player, but he's absolutely NOT the solution for a team with a terribly stagnant half court offense.

(hence why the Bucks upgraded to Dame lol)",0,0
Mike Dynon,2023-09-27T23:31:30.000Z,"Dame is a coup for the Bucks, but it’s better than the Heat getting him. Dame adds offense, takes away defense, Celtics can still beat them. To get Jrue means losing Brogdon + Rob or Al, so probably not happening straight up. But your last sentence is the key. Start the season!",0,2
Kyle Russell,2023-09-27T21:09:41.000Z,"Giannis provides a solid floor defensively, but if Middleton and Lopez start to show their age the Bucks may not have an elite defense anymore. At least they won’t die on offense since they can go to Dame/Giannis PnR.

I think a top 3 seed, and should we meet Heat in 6.",1,6
21st Century Spike Spiegal,2023-09-27T21:32:55.000Z,Personally I feel like it’ll be dame and freak taking turns + dame being good enough playmaker to make it work with a 1-2 punch with freak ofc. Not like bucks offense imo been elite or anything there identity always been defense,0,1
Camille D.,2023-09-27T19:46:08.000Z,"He sure was. Ain’t no denying that. 

Big opportunity for the young Bucks. Plus, the Bucks biggest problem in the playoffs was always the offense. Dame helps. We’ll see how the new head coach schemes and if any young Bucks rise up for that challenge.",0,1
From the Logo,2023-09-27T22:33:53.000Z,"Small nitpick, but More about raising the offensive floor. When jrue shot well the bucks had the best offense in the league. But when he fell off, the drop off was immense. Dame should be a more steadying presence",0,1
Knowledge,2023-09-27T21:09:09.000Z,"@Bucks
 didn't a backcourt of Jrue Holiday and Rondo sweep 
@Dame_Lillard
  and Mccollum in the playoffs. Tell me again how defense is not that important and offense wins championships. 
@Bucks
 will win many games in the regular season and lose in the playoffs.",0,0
Raheem Palmer,2023-09-27T18:37:27.000Z,"The Bucks offense was always so shaky in the postseason & Dame will drastically change that. 

This team would go through prolonged droughts that were downright frustrating to watch and made them impossible to bet on at times.",2,7
Mark Schindler,2023-09-27T21:12:21.000Z,"TLDR: The Bucks were amongst the worst (28th) isolation teams in the league last season

That seems minute, but it absolutely killed them in the playoffs and was a substantial part of their underwhelming halfcourt offense

Dame does so much to rectify and rework that",1,10
,2023-09-27T19:36:41.000Z,"They have Giannis, Lopez and Middleton to take care of the defense with Dame. You look at how much Jrue & others offense fell off when Giannis needed help in the offs. So I think with the Bucks that’s a risk they’re willing to take.",0,1
Verts,2023-09-27T22:13:27.000Z,But what about the actual basketball? Dame boosts a Bucks offense that constantly drags come the postseason. Dame-Giannis and vice versa pick-and-rolls will haunt the league. So much defense to back Dame up. He’s never had this much talent around him.,0,0
BubDib,2023-09-27T19:29:33.000Z,"I LOVE Jrue, but he (nor Middleton for that matter) are reliable on offense. They either are hot or super duper cold. With Dame driving and dishing, the Bucks are going to be a better playoff team. And Giannis is happy, which is the most important thing of all. Psyched for Bucks.",0,3
