Username,Time,Tweet,Retweets,Likes
OutKick Bets,2023-09-27T21:00:00.000Z,"Are you betting the 
@Bucks
 to the 2023-24 NBA title after they traded for 
@Dame_Lillard
?",3,4
oddschecker,2023-09-27T19:09:49.000Z,"The Damian Lillard Effect 

Bucks odds to win NBA Finals:
+750  +350

Heat odds to win NBA Finals:
+850  +3000",4,11
Xyvizo,???,"Light up your car roof, room, or celebrate birthdays with this portable starlight wonder!  Perfect as a gift or for a cozy night ambiance. 
Get it now:https://xyvizo.com/products/product1699351854766?twclid=2-2rpg1gdbtvd3ry2or5v26a2sr…",167,2.2K
Kris Pursiainen,2023-09-27T21:02:19.000Z,"New EMERGENCY episode of All Things NBA: From A to Z out now!
@ZakNoble
,  
@AnalyticsCapper
, and I broke down the Damian Lillard trade to the Milwaukee Bucks! From Phoenix's involvement to Dame and Giannis teaming up, all the analysis you need is here.

Presented by 
@BallisLife
:",14,23
Bill Ingram,2023-09-27T23:11:51.000Z,Apparently someone made Jimmy Butler believe that Tyler Herro was enough to land Lillard. Hmmm. #NBA,1,3
Warriors on NBCS,2023-09-27T21:59:38.000Z,"As the Bucks, Blazers and Suns sent shockwaves through the NBA, the Warriors slept through the Damian Lillard tremors (via 
@MontePooleNBCS
)",24,266
Alex Kennedy,2023-09-27T19:55:12.000Z,"With Damian Lillard landing on the Milwaukee Bucks, here are 
@SportsBettingAG
’s updated 2023-24 NBA championship odds:",9,18
FitzyGFY (brew checkmark),2023-09-27T18:57:49.000Z,"Suns lose 2021 NBA Finals to Bucks 4-2:
-Suns trade for KD, Beal & Nurkic, ditch Ayton
-Bucks ditch everyone not named Giannis or Middleton for Lillard (Jimmy Butler cries tampering!)
C's lose 2022 NBA Finals
-Ditch Smart & Grant Williams for Porzingis

NBA 2023-24 gonna be WILD",0,15
Stadium,2023-09-27T21:32:13.000Z,"“Damian Lillard will be showing up in Milwaukee fully committed. When Giannis was extension-eligible, the Bucks got Jrue Holiday...Now, again, the Bucks make a big move right as Giannis’ future has come into play.”

NBA Insider 
@ShamsCharania
 on Damian Lillard.",8,23
Bolavip Brasil,???,Patrick Mahomes' Car Collection Cost Him Millions. This Is What It Looks Like.,0,1
Evan Sidery,2023-09-27T19:43:28.000Z,"Welcome to Sources Said, an NBA newsletter from yours truly.

Stay tuned later today for the first piece and podcast reacting to the blockbuster Damian Lillard trade, including why each team decided to pull the trigger.

In the meantime, go ahead and subscribe so you don’t miss a…",6,15
Grant Afseth,2023-09-27T23:43:09.000Z,"A lot can change in the NBA in the span of just two years.

Devin Booker is the only player remaining from the Phoenix Suns’ 2021 NBA Finals team. 

The Milwaukee Bucks have since swapped out Jrue Holiday for Damian Lillard.

And the Portland Trail Blazers traded a few players…",8,163
Jeremy Cluff,2023-09-27T22:33:35.000Z,"The #Suns receive the lowest early marks for the blockbuster #NBA trade involving Damian Lillard and Deandre Ayton, but their NBA trade grades aren't that low ... #FearTheDeer #WeAreTheValley #RipCity",1,2
Samuel J Comroe,2023-09-27T20:45:36.000Z,"NBA Trade: Damian Lillard for 17 players, 45 draft picks and a Bugatti 

NFL Trade: Aaron Rodgers for a 2039 sixth round pick but only if Rodgers eats at Arbys three times this year",1,10
SB Nation NBA (Click the pic to read ),2023-09-27T19:15:53.000Z,Jimmy Butler wants NBA to investigate Bucks following Damian Lillard trade,6,9
KTVU,2023-09-27T19:40:09.000Z,Seven-time NBA All-Star Damian Lillard has been reportedly traded to the Milwaukee Bucks.,1,6
Kurt Helin,2023-09-27T21:50:07.000Z,"Heat's Jimmy Butler calls for tampering investigation, NBA world reacts to Lillard blockbuster",1,3
