Username,Time,Tweet,Retweets,Likes
Aaron TΞrrill,2023-09-27T18:52:28.000Z,"Gotta disagree here. Defense was never the problem in Milwaukee. Giannis will thrive in the playoffs with Lillard spacing, can't pack the paint on him anymore.",0,0
Dad following Hoops,2023-09-27T18:46:15.000Z,"They really believe in Marjon and he plays great defense. Might make sense. To me the real issue is how to Middleton and Lillard work  together. Wasnt Middleton the PG really? His game really helped Giannis. I think Lillard will also, maybe more so, but seems like a conflict.",0,1
✭ ✭ ✭ ✭ ✭,2023-09-27T18:46:13.000Z,They should be favorites in the East. They finally have that elite level perimeter scorer to go with the ruin running of Giannis and mid range game of Middleton. It fits perfectly with all of their defensive talent as well as they can effectively hide Lillard on defense.,0,1
Evan Weston,2023-09-27T18:40:26.000Z,Bucks had to do this to quiet any idea that Giannis could leave. Losing Jrue could be tough on their defense but they really didn’t give up a *ton* for a player as dominant as Lillard. Exciting stuff.,0,2
Tyler Free,2023-09-27T18:30:25.000Z,"Hot take, Lillard over Holliday isn’t that big of an upgrade for the defense that’s gonna be lost and the offensive gains won’t outweigh it plus Lillard has to learn to be a #2 now with Giannis.",0,0
Premiere Credit Service,2023-09-27T20:11:12.000Z,"Big Perk says “The Milwaukee Bucks will win the NBA Championship because they added Dame Lillard……LOL they won’t get out the East now ! Giannis needs the ball to be effective and so does Dame, who gets it? I’m not that impressed because they got weaker on defense!",0,0
Sorriso do Kawhi,2023-09-27T19:32:02.000Z,Giannis and brook getting Cooked on defense in the playoffs for years now. Neither of them can guard the best players on the heat or the Celtics.  But Giannis and lillard are the best duo in the league offensively,1,1
Julien Müller,2023-09-27T19:30:12.000Z,"Très moche pour Jrue. 
Et sa défense va cruellement manquer. L'impression qu'on ne mesure pas bien le déficit défensif que la présence de Lillard génère... 

Par contre, Giannis qui tabasse à l'intérieur et va par conséquent offrir un max de treys à Dame, je veux voir lol",2,20
Steve Helwick,2023-09-27T18:35:48.000Z,"Concerned about two things from a Bucks’ perspective:

1. Backcourt defense — who comes close to replicating Jrue’s responsibilities?

2. Durability of Lillard compared to Holiday — Bucks thrived so much in Giannis’ absence last year with Holiday as a reliable #1 option",0,0
Paul George,2023-09-27T18:41:27.000Z,"This doesn’t affect the Celtics much, Bucks added scoring but at the cost of Jrue’s excellent guard defense and they still have no one to guard the J’s on the wing

I don’t see how Lillard fixes LOSING BY 41 AT HOME 

As a basketball fan I’m excited to see Giannis and Dame tho",0,2
HOOPS EMPIRE,2023-09-27T18:43:24.000Z,"A lot of people saying “defense” as if it wasn’t Jrues horrific offense that lost them 2022. It was like historic inefficiency. They just replaced Jrue holiday with Damian lillard and still have Giannis, Middleton and Brook. They got better. A lot better.",1,15
Neos_,2023-09-27T20:35:19.000Z,"Giga affaire… Même si Jrue Holiday etait un très bon meneur pour eux, là tu entres dans une toute autre sphère avec Lillard et le fit est quasi parfait avec Middleton + Giannis et Lopez pour bien cacher ses carences en défense ",0,0
Charles Simon,2023-09-27T20:07:27.000Z,Holiday is a great defender but the team and Giannis (the biggest star in the Eastern Conference) needed help on offense. They have 2 guys that have been All-NBA on defense. Lillard makes a far bigger impact in the game than Holiday does. Plus thier chief rival just traded their…,0,0
Nico R,2023-09-27T18:30:46.000Z,"La folie… en vrai la hors blessure ils sont pas prenables sérieux 
Défense de feu, attaque de malade mental… 
Giannis avec le spacing de lillard 
Damian avec les espaces ouvert par Giannis
La folie",0,0
Draugr,2023-09-27T19:25:45.000Z,"Le 5 des bucks atm:
Lillard-Beasley-Middleton-Giannis-Brook
+ Crowder, Portis, Pat (rotation serré en playoffs)
Offensivement c’est impressionnant 
En revanche défensivement (sur l’ext) va falloir bosser… surtout qu’un titre se gagne en défense.
Grand favori à l’Est pour vous ?",0,0
